Key1;Key2;ISIN;Country;Industry;Corridor_per_TA;Funded_Status;FVDBO;FVPA;Duration;ROA;TDR;CR;Cap_Turn;MV_common_shares;FS_DUM;Size
GBP_2010;GB0004544929_2010;GB0004544929;GB;Personal & Household Goods;0;-982,8411346;4437,959612;3455,118478;0,187772926;0,049158909;0,76844684;0,775103916;0,231455169;20255,4569;1;4,553105497
GBP_2010;GB00B24CGK77_2010;GB00B24CGK77;GB;Personal & Household Goods;0;-528,7731995;1759,075522;1230,302323;0,229885057;0,11752361;0,615499925;0,462211337;0,198021286;25944,7661;1;4,192392169
EUR_2010;FR0000120073_2010;FR0000120073;FR;Chemicals;0;-1363,3;2277;913,7;0,220674487;0,062278149;0,595675671;1,220803001;0,242572412;27177,4595;1;4,352907667
EUR_2010;FR0000121972_2010;FR0000121972;FR;Industrial Goods & Services;0;-1036;2340;1304;0,282894737;0,055392741;0,517278026;1,551619048;0,393513896;30858,7718;1;4,492075591
EUR_2010;FR0000120172_2010;FR0000120172;FR;Retail;-0,002945014;-804;1026;222;0,46835443;0,007101584;0,803112768;0,709595871;0,376700839;22197,3862;1;4,729569726
EUR_2010;FR0000125486_2010;FR0000125486;FR;Construction & Materials;-0,003492091;-972,2;1708,1;735,9;0;0,031480221;0,769121411;0,911013649;0,354587224;22706,6597;1;4,751380735
EUR_2010;FR0000121014_2010;FR0000121014;FR;Personal & Household Goods;-0,002260252;-337;825;488;0,597402597;0,081584329;0,510171133;1,586260623;0,301340006;60450,5638;1;4,570122451
EUR_2010;NL0000009538_2010;NL0000009538;NL;Industrial Goods & Services;0;-86;20166;20080;0,152527076;0,044810809;0,532306548;1,356850716;0,452353652;22640,3692;1;4,508785507
USD_2010;GB0004835483_2010;GB0004835483;GB;Food & Beverages;0;-124,5001132;384,0639855;259,5638723;0,2;0,06157308;0,418047458;0,705804091;0,108519996;36215,0198;1;4,469951409
EUR_2010;NL0000009082_2010;NL0000009082;NL;Telecommunications;-0,012402692;-716;7348;6632;0,214797136;0,078858249;0,846065884;0,538546458;0,128732902;17298,7085;1;4,356733162
SEK_2010;SE0000108656_2010;SE0000108656;SE;Technology;0,006447492;-364,0385492;3191,311984;2827,273435;0,426453375;0,039550769;0,479144119;2,050814878;0,704160531;254726,1491;1;4,495900176
SEK_2010;SE0000106270_2010;SE0000106270;SE;Retail;0;-28,56729989;38,6825695;10,11526961;0,571428571;0,315653408;0,253624413;2,956019354;0,691629212;348963,3267;1;3,818125708
GBP_2010;GB00B08SNH34_2010;GB00B08SNH34;GB;Utilities;0;-1648,184896;22876,15268;21227,96778;0,096385542;0,046530172;0,804547414;0,911620531;0,136271552;19734,4528;1;4,733689214
NOK_2010;NO0010096985_2010;NO0010096985;NO;Oil & Gas;0;-2154,725814;8675,313711;6520,587897;0,561615187;0,059224769;0,647912623;1,092753517;0,231353265;441946,5042;1;4,915137376
EUR_2010;FR0000120321_2010;FR0000120321;FR;Personal & Household Goods;0;-1141,2;3048,8;1907,6;0,422715628;0,093148121;0,381738027;1,062928245;0,290972988;50515,5523;1;4,38101575
USD_2010;CH0011037469_2010;CH0011037469;CH;Chemicals;0;-2,263638421;3860,258055;3857,994416;0,291946309;0,080821522;0,569048308;1,815056977;0,562105872;25873,0453;1;4,115355186
GBP_2010;GB00B033F229_2010;GB00B033F229;GB;Utilities;0;-278,9774717;5339,091864;5060,114392;0,315934066;0,097172503;0,698106355;1,053720577;0,287989624;17229,1479;1;4,35216562
